Date,Adj Close,Close,High,Low,Open,Volume
2023-04-17,218.20301818847656,218.86000061035156,220.97999572753903,217.1300048828125,219.7899932861328,15481900
2023-04-18,217.2359313964844,217.88999938964844,220.44000244140625,216.2100067138672,219.91000366210935,12281000
2023-04-19,215.0525054931641,215.6999969482422,217.3300018310547,212.92999267578125,213.47000122070312,15898100
2023-04-20,212.43038940429688,213.07000732421875,216.75,212.77000427246097,213.47999572753903,16475400
2023-04-21,212.25094604492188,212.88999938964844,213.41000366210935,209.5800018310547,210.2100067138672,17717200
2023-04-24,212.15122985839844,212.7899932861328,213.9199981689453,210.7100067138672,213.67999267578125,15750900
2023-04-25,206.92697143554688,207.5500030517578,211.2599945068359,207.1300048828125,210.82000732421875,19198200
2023-04-26,208.77142333984375,209.3999938964844,214.11000061035156,208.8800048828125,212.5,41992700
2023-04-27,237.8438720703125,238.55999755859375,241.69000244140625,236.77000427246097,239.88999938964844,71196500
2023-04-28,239.59860229492188,240.32000732421875,240.42999267578125,235.75,239.0099945068359,39554000
2023-05-01,242.45001220703125,243.17999267578125,244.0,236.4600067138672,238.6199951171875,29143900
2023-05-02,238.5218505859375,239.2400054931641,244.9199981689453,238.9900054931641,243.17999267578125,24350100
2023-05-03,236.31846618652344,237.02999877929688,241.75,232.75,239.47000122070312,34463900
2023-05-04,232.8190155029297,233.52000427246097,238.1999969482422,232.92999267578125,236.05999755859375,17889400
2023-05-05,232.0812225341797,232.77999877929688,234.67999267578125,229.8500061035156,232.2400054931641,26978900
2023-05-08,232.56976318359375,233.27000427246097,235.6199951171875,230.27000427246097,231.4199981689453,16400500
2023-05-09,232.66944885253903,233.3699951171875,235.8800048828125,231.0800018310547,231.4600067138672,16865600
2023-05-10,232.3803253173828,233.0800018310547,236.75,230.72000122070312,236.1699981689453,19119000
2023-05-11,235.08218383789065,235.7899932861328,238.2100067138672,232.3000030517578,233.0500030517578,20449000
2023-05-12,233.1081390380859,233.80999755859375,236.9600067138672,231.4499969482422,236.7400054931641,16155300
2023-05-15,238.1429748535156,238.86000061035156,240.2599945068359,235.3300018310547,236.9199981689453,20653200
2023-05-16,238.1031036376953,238.82000732421875,239.63999938964844,235.52000427246097,235.7899932861328,18163800
2023-05-17,241.7620849609375,242.4900054931641,243.83999633789065,238.13999938964844,238.4499969482422,21193100
2023-05-18,246.1090087890625,246.8500061035156,247.08999633789065,241.19000244140625,241.3000030517578,22943300
2023-05-19,244.9026336669922,245.63999938964844,248.69000244140625,243.41000366210935,247.47000122070312,21599800
2023-05-22,247.57460021972656,248.32000732421875,253.57000732421875,245.1199951171875,245.41000366210935,27738500
2023-05-23,245.99932861328125,246.7400054931641,251.61000061035156,246.6499938964844,246.80999755859375,17748100
2023-05-24,248.4619140625,249.2100067138672,249.58999633789065,244.9499969482422,245.27999877929688,17724300
2023-05-25,251.9314727783203,252.69000244140625,255.6199951171875,249.1699981689453,253.3999938964844,22371400
2023-05-26,261.2533874511719,262.0400085449219,262.30999755859375,252.7100067138672,252.92999267578125,25727200
2023-05-30,261.73193359375,262.5199890136719,268.6499938964844,261.2900085449219,265.25,23816500
2023-05-31,263.92535400390625,264.7200012207031,265.0,258.45001220703125,260.0,25473700
2023-06-01,271.7916259765625,272.6099853515625,274.0,265.8900146484375,265.8999938964844,25609500
2023-06-02,271.7916259765625,272.6099853515625,275.3500061035156,271.1199951171875,272.6600036621094,19405300
2023-06-05,270.5753173828125,271.3900146484375,275.57000732421875,269.55999755859375,270.29998779296875,20742900
2023-06-06,270.30615234375,271.1199951171875,276.57000732421875,269.69000244140625,270.1400146484375,19419000
2023-06-07,262.8087463378906,263.6000061035156,274.25,262.79998779296875,271.6700134277344,26163600
2023-06-08,263.7857666015625,264.5799865722656,267.6499938964844,258.8800048828125,260.6199951171875,20899400
2023-06-09,264.1546630859375,264.95001220703125,267.95001220703125,261.70001220703125,262.4800109863281,16938500
2023-06-12,270.236328125,271.04998779296875,271.75,265.3299865722656,267.1700134277344,15442500
2023-06-13,270.50555419921875,271.32000732421875,275.7200012207031,269.0899963378906,274.8800048828125,16164000
2023-06-14,272.5294189453125,273.3500061035156,274.989990234375,268.32000732421875,271.8900146484375,19175100
2023-06-15,280.98394775390625,281.8299865722656,283.989990234375,271.4200134277344,272.29998779296875,25973500
2023-06-16,280.1564636230469,281.0,287.8500061035156,280.1300048828125,284.75,43102500
2023-06-20,283.4764404296875,284.3299865722656,284.79998779296875,276.2200012207031,278.7300109863281,20701600
2023-06-21,280.7945861816406,281.6400146484375,284.0,278.3599853515625,283.5299987792969,20556200
2023-06-22,284.0248107910156,284.8800048828125,285.260009765625,277.7900085449219,279.0799865722656,17563100
2023-06-23,287.8633117675781,288.7300109863281,289.6700134277344,278.95001220703125,281.510009765625,50988400
2023-06-26,277.6340637207031,278.4700012207031,289.7900085449219,277.6000061035156,288.70001220703125,24232700
2023-06-27,286.18829345703125,287.04998779296875,289.3500061035156,280.6499938964844,282.010009765625,26108300
2023-06-28,284.43359375,285.2900085449219,289.54998779296875,284.05999755859375,284.82000732421875,16722100
2023-06-29,280.6849060058594,281.5299987792969,286.57000732421875,280.69000244140625,284.5,15395700
2023-06-30,286.1185302734375,286.9800109863281,289.04998779296875,284.4200134277344,284.760009765625,19676000
2023-07-03,285.161376953125,286.0199890136719,289.3999938964844,284.8500061035156,286.70001220703125,8629300
2023-07-05,293.4863586425781,294.3699951171875,298.1199951171875,286.3599853515625,287.6499938964844,33865500
2023-07-06,291.1134948730469,291.989990234375,298.1199951171875,291.30999755859375,295.8900146484375,47600500
2023-07-07,289.6578674316406,290.5299987792969,296.20001220703125,288.6600036621094,292.17999267578125,25546200
2023-07-10,293.2171630859375,294.1000061035156,298.1300048828125,287.04998779296875,295.54998779296875,37058300
2023-07-11,297.3945617675781,298.2900085449219,300.17999267578125,291.8999938964844,293.8999938964844,27585900
2023-07-12,308.4114074707031,309.3399963378906,309.45001220703125,300.1000061035156,301.75,36677100
2023-07-13,312.46917724609375,313.4100036621094,316.239990234375,310.2900085449219,313.6199951171875,30281000
2023-07-14,307.94281005859375,308.8699951171875,314.8800048828125,307.3599853515625,311.7900085449219,22576000
2023-07-17,309.68756103515625,310.6199951171875,311.7099914550781,304.7099914550781,307.5400085449219,25323100
2023-07-18,311.11328125,312.04998779296875,314.20001220703125,307.6199951171875,310.8800048828125,20764600
2023-07-19,315.0614013671875,316.010009765625,318.67999267578125,310.5199890136719,313.0299987792969,21763700
2023-07-20,301.6118469238281,302.5199890136719,315.5400085449219,302.2200012207031,313.5,23836900
2023-07-21,293.3766784667969,294.260009765625,305.4599914550781,291.20001220703125,304.57000732421875,42089700
2023-07-24,290.734619140625,291.6099853515625,297.5199890136719,288.29998779296875,295.7799987792969,24915700
2023-07-25,293.5860595703125,294.4700012207031,298.29998779296875,291.8599853515625,295.19000244140625,19585600
2023-07-26,297.6737365722656,298.57000732421875,301.7699890136719,291.8999938964844,301.19000244140625,47256900
2023-07-27,310.7742614746094,311.7099914550781,325.3500061035156,309.8399963378906,325.1199951171875,64229200
2023-07-28,324.50299072265625,325.4800109863281,326.20001220703125,314.25,316.8800048828125,39220300
2023-07-31,317.64361572265625,318.6000061035156,325.6600036621094,317.5899963378906,323.69000244140625,25799600
2023-08-01,321.74127197265625,322.7099914550781,324.1400146484375,314.6600036621094,317.5400085449219,22817900
2023-08-02,313.3664855957031,314.30999755859375,318.3900146484375,310.6499938964844,318.0,20461100
2023-08-03,312.2498474121094,313.19000244140625,315.95001220703125,309.92999267578125,309.92999267578125,15180200
2023-08-04,309.7972412109375,310.7300109863281,318.4100036621094,310.20001220703125,314.9599914550781,17600200
2023-08-07,315.6097412109375,316.55999755859375,317.07000732421875,310.4599914550781,313.2300109863281,16236500
2023-08-08,311.7015075683594,312.6400146484375,317.8900146484375,310.1099853515625,314.3999938964844,15183500
2023-08-09,304.2937927246094,305.2099914550781,313.6300048828125,302.8500061035156,312.8800048828125,19955800
2023-08-10,304.8222351074219,305.739990234375,312.3399963378906,303.8699951171875,307.94000244140625,14358900
2023-08-11,300.73455810546875,301.6400146484375,304.7200012207031,300.3599853515625,302.57000732421875,13967800
2023-08-14,305.2708740234375,306.19000244140625,306.2099914550781,298.25,300.9800109863281,15641900
2023-08-15,301.0436096191406,301.95001220703125,307.2300109863281,300.0299987792969,306.1400146484375,11623600
2023-08-16,293.4065856933594,294.2900085449219,301.0799865722656,294.2799987792969,300.20001220703125,18547700
2023-08-17,284.2342224121094,285.0899963378906,296.04998779296875,284.95001220703125,293.04998779296875,23950100
2023-08-18,282.39971923828125,283.25,285.69000244140625,274.3800048828125,279.0299987792969,34061200
2023-08-21,289.0297546386719,289.8999938964844,290.5,281.8500061035156,283.45001220703125,20181500
2023-08-22,286.7366638183594,287.6000061035156,292.8999938964844,286.75,292.54998779296875,12999900
2023-08-23,293.35675048828125,294.239990234375,297.3999938964844,287.6700134277344,288.5,18287000
2023-08-24,285.8892517089844,286.75,299.4599914550781,286.6400146484375,298.5,18360900
2023-08-25,284.6429748535156,285.5,288.3900146484375,276.0299987792969,286.1300048828125,23701400
2023-08-28,289.3887023925781,290.260009765625,291.45001220703125,285.79998779296875,288.0,14239300
2023-08-29,297.0954895019531,297.989990234375,299.1499938964844,288.17999267578125,288.5799865722656,20844500
2023-08-30,294.21417236328125,295.1000061035156,298.2900085449219,293.42999267578125,297.1700134277344,17717000
2023-08-31,295.00177001953125,295.8900146484375,301.1000061035156,295.6600036621094,295.79998779296875,17229900
2023-09-01,295.49029541015625,296.3800048828125,301.739990234375,294.4700012207031,299.3699951171875,12819800
2023-09-05,299.2489929199219,300.1499938964844,301.3900146484375,295.510009765625,297.0199890136719,14956000
2023-09-06,298.27197265625,299.1700134277344,303.29998779296875,295.6600036621094,301.7099914550781,15418100
2023-09-07,297.7734375,298.6700134277344,307.04998779296875,292.2200012207031,298.0,33748700
2023-09-08,296.99578857421875,297.8900146484375,305.25,296.7799987792969,299.2200012207031,17548000
2023-09-11,306.6367492675781,307.55999755859375,309.0400085449219,301.2799987792969,301.4100036621094,19489300
2023-09-12,300.75445556640625,301.6600036621094,308.6600036621094,300.2300109863281,306.3299865722656,13480400
2023-09-13,304.1442565917969,305.05999755859375,307.17999267578125,301.32000732421875,302.3599853515625,13210900
2023-09-14,310.7842712402344,311.7200012207031,312.8699951171875,305.0299987792969,306.739990234375,19343100
2023-09-15,299.40850830078125,300.30999755859375,312.0,298.75,311.6099853515625,28106400
2023-09-18,301.6417541503906,302.54998779296875,303.6000061035156,297.79998779296875,298.19000244140625,14234200
2023-09-19,304.1542663574219,305.07000732421875,306.1700134277344,299.80999755859375,302.4800109863281,15924400
2023-09-20,298.77044677734375,299.6700134277344,308.05999755859375,299.42999267578125,305.04998779296875,19379500
2023-09-21,294.84228515625,295.7300109863281,300.260009765625,293.2699890136719,295.70001220703125,21300500
2023-09-22,298.1822204589844,299.0799865722656,305.3800048828125,298.2699890136719,299.29998779296875,25369600
2023-09-25,299.92694091796875,300.8299865722656,300.95001220703125,293.70001220703125,295.6400146484375,18987000
2023-09-26,298.06256103515625,298.9599914550781,300.29998779296875,296.010009765625,297.6600036621094,19417200
2023-09-27,296.84619140625,297.739990234375,301.29998779296875,286.7900085449219,300.45001220703125,36429800
2023-09-28,303.04754638671875,303.9599914550781,306.3299865722656,296.70001220703125,298.94000244140625,22167100
2023-09-29,299.3088073730469,300.2099914550781,310.6400146484375,299.3599853515625,307.3800048828125,25356600
2023-10-02,305.89898681640625,306.82000732421875,307.17999267578125,301.6300048828125,302.739990234375,16265600
2023-10-03,300.0366516113281,300.94000244140625,306.7699890136719,299.6400146484375,304.260009765625,17362300
2023-10-04,304.6626892089844,305.5799865722656,306.8999938964844,298.5,298.7300109863281,16880500
2023-10-05,303.8750915527344,304.7900085449219,306.2099914550781,299.5,304.6300048828125,19130000
2023-10-06,314.4831237792969,315.42999267578125,316.30999755859375,300.9100036621094,301.44000244140625,21784000
2023-10-09,317.404296875,318.3599853515625,320.3299865722656,311.82000732421875,312.5,22503700
2023-10-10,320.8739013671875,321.8399963378906,324.6600036621094,318.1600036621094,319.1199951171875,19038000
2023-10-11,326.8359680175781,327.82000732421875,328.8399963378906,322.95001220703125,323.010009765625,22036300
2023-10-12,323.1869201660156,324.1600036621094,330.5400085449219,322.69000244140625,328.0,20530500
2023-10-13,313.745361328125,314.69000244140625,325.04998779296875,312.3699951171875,323.5299987792969,21341000
2023-10-16,320.1859436035156,321.1499938964844,321.82000732421875,315.5199890136719,318.6400146484375,16536100
2023-10-17,323.02740478515625,324.0,324.3999938964844,317.29998779296875,318.17999267578125,16387800
2023-10-18,316.0185241699219,316.9700012207031,325.94000244140625,315.55999755859375,321.3900146484375,16851000
2023-10-19,311.8710021972656,312.80999755859375,321.8900146484375,311.75,319.8800048828125,18709200
2023-10-20,307.7234802246094,308.6499938964844,315.29998779296875,306.4700012207031,314.1400146484375,22287400
2023-10-23,313.0674133300781,314.010009765625,317.3599853515625,307.260009765625,309.5,17796800
2023-10-24,311.61175537109375,312.54998779296875,318.3500061035156,310.6300048828125,316.7799987792969,19525500
